partner,course,rating,reviewcount,level,certificatetype,duration,crediteligibility
Microsoft,"Extract, Transform and Load Data in Power BI",4.4,111,Beginner , Course , 1 - 4 Weeks,FALSE
University of Colorado Boulder,Semiconductor Devices,4.4,521,Advanced , Specialization , 1 - 3 Months,TRUE
Google Cloud,Introduction to Responsible AI,4.5,50,Beginner , Course , 1 - 4 Weeks,FALSE
University of Illinois at Urbana-Champaign,An Introduction to Accessibility and Inclusive Design,4.7,187,Beginner , Course , 1 - 3 Months,FALSE
Board Infinity ,ASP.NET for Experienced Developers,4,106,Intermediate , Specialization , 1 - 3 Months,FALSE
Deep Teaching Solutions,Uncommon Sense Teaching,4.9,612,Beginner , Specialization , 1 - 3 Months,FALSE
University of Illinois at Urbana-Champaign,"Introduction to Financial Analysis - The ""Why?""",4.7,111,Beginner , Course , 1 - 4 Weeks,FALSE
University of Michigan,Statistics with Python,4.6,3.1k,Beginner , Specialization , 1 - 3 Months,FALSE
University of Illinois at Urbana-Champaign,Financial Reporting,4.7,793,Intermediate , Specialization , 3 - 6 Months,TRUE
Lund University,Circular Economy - Sustainable Materials Management,4.8,1.8k,Beginner , Course , 1 - 3 Months,FALSE
University of Geneva,Troubles du spectre de l'autisme : diagnostic,4.9,696,Intermediate , Course , 1 - 3 Months,FALSE
Imperial College London,Digital Health,4.5,208,Intermediate , Specialization , 1 - 3 Months,FALSE
Commonwealth Education Trust,Foundations of Teaching for Learning: Curriculum,4.6,372,Mixed , Course , 1 - 3 Months,FALSE
University of Washington,Machine Learning,4.6,16k,Intermediate , Specialization , 3 - 6 Months,FALSE
Peking University,Chinese for Beginners,4.8,18.8k,Mixed , Course , 1 - 3 Months,FALSE
EIT Digital ,Security and Privacy for Big Data - Part 2,4.7,237,Beginner , Course , 1 - 4 Weeks,FALSE
University of Pennsylvania,An Introduction to American Law,4.8,4.7k,Beginner , Course , 1 - 3 Months,FALSE
Yale University,Essentials of Global Health,4.8,1.9k,Mixed , Course , 1 - 3 Months,FALSE
IBM,Developing Front-End Apps with React,4.3,294,Intermediate , Course , 1 - 4 Weeks,FALSE
The University of Edinburgh,Learning for a Sustainable Future,4.7,46,Beginner , Course , 1 - 3 Months,FALSE
IBM,IBM Data Science,None,None,,None,None,FALSE
Digital Marketing Institute,Digital Marketing Strategy and Planning,4.6,346,Beginner , Specialization , 1 - 3 Months,FALSE
Michigan State University,Reign of Pain,None,None,Mixed , Course , 1 - 3 Months,FALSE
University of New Mexico,Curanderismo: Traditional Healing Using Plants,4.7,211,Beginner , Course , 1 - 3 Months,FALSE
Technical University of Denmark (DTU),Whole genome sequencing of bacterial genomes - tools and applications,4.6,1.4k,Beginner , Course , 1 - 3 Months,FALSE
University of California San Diego,Object Oriented Java Programming: Data Structures and Beyond,4.7,7.1k,Intermediate , Specialization , 3 - 6 Months,FALSE
University of Michigan,Python Classes and Inheritance,4.7,3.5k,Intermediate , Course , 1 - 4 Weeks,FALSE
University of Arizona,Astronomy: Exploring Time and Space,4.8,3.5k,Beginner , Course , 1 - 3 Months,FALSE
Microsoft,Microsoft Azure Security Engineer Associate (AZ-500),4.8,11,Intermediate , Professional Certificate , 3 - 6 Months,FALSE
American Museum of Natural History,Marine Biology,4.7,83,Beginner , Course , 1 - 3 Months,FALSE
University of Colorado System,Inclusive Leadership: The Power of Workplace Diversity,4.9,1.7k,Beginner , Course , 1 - 4 Weeks,FALSE
Emory University,Qualitative Research Design and Methods for Public Health,4.7,165,Beginner , Specialization , 3 - 6 Months,FALSE
Wesleyan University,Suicide Prevention,4.6,159,Beginner , Course , 1 - 4 Weeks,FALSE
Google,Regression Analysis: Simplify Complex Data Relationships,4.7,181,Advanced , Course , 1 - 3 Months,FALSE
Utrecht University,Understanding child development: from synapse to society,4.6,259,Beginner , Course , 1 - 3 Months,FALSE
Yale University,Narrative Economics,4.8,341,Beginner , Course , 1 - 4 Weeks,FALSE
Copenhagen Business School,Digital Transformation in Financial Services,4.4,1.9k,Beginner , Specialization , 3 - 6 Months,FALSE
Johns Hopkins University,Data Literacy,4.6,206,Beginner , Specialization , 3 - 6 Months,FALSE
IBM,Building AI Powered Chatbots Without Programming,4.8,2.5k,Beginner , Course , 1 - 3 Months,FALSE
Google Cloud,From Data to Insights with Google Cloud,4.6,4.6k,Beginner , Specialization , 3 - 6 Months,FALSE
Johns Hopkins University,Patient Safety,4.8,1.6k,Beginner , Specialization , 3 - 6 Months,FALSE
University of Illinois at Urbana-Champaign,Microeconomics Principles,4.8,2.9k,Beginner , Course , 1 - 3 Months,FALSE
Pontificia Universidad Católica de Chile,Introducción a la programación en Python I: Aprendiendo a programar con Python,4.4,4.2k,Beginner , Course , 1 - 3 Months,FALSE
"University of California, Davis",Introduction to Google SEO,4.6,9.7k,Beginner , Course , 1 - 4 Weeks,FALSE
University of Glasgow ,Diversity and Inclusion in Education,4.8,178,Intermediate , Course , 1 - 4 Weeks,FALSE
Novartis,Introduction to Good Clinical Practice,4.6,40,Beginner , Course , 1 - 4 Weeks,FALSE
Microsoft,Microsoft Power Platform Fundamentals,4.2,101,Beginner , Course , 1 - 3 Months,FALSE
IBM,Introduction to Technical Support,4.8,598,Beginner , Course , 1 - 3 Months,FALSE
Imperial College London,Immunology: The Immune System and its Failures,4.7,123,Intermediate , Specialization , 3 - 6 Months,FALSE
Indian School of Business,Trading Strategies in Emerging Markets,4.2,2.6k,Beginner , Specialization , 3 - 6 Months,FALSE
IBM,IBM Data Analyst,None,None,,None,None,FALSE
IBM,Deep Neural Networks with PyTorch,4.4,1.5k,Intermediate , Course , 1 - 3 Months,FALSE
Google Cloud,Preparing for Google Cloud Certification: Cloud Data Engineer Professional Certificate 日本語版,4.4,295,Intermediate , Professional Certificate , 3 - 6 Months,FALSE
Google Cloud,"Data Engineering, Big Data and ML on Google Cloud 日本語版",4.4,288,Intermediate , Specialization , 3 - 6 Months,FALSE
Johns Hopkins University,Executive Data Science,4.5,10.8k,Beginner , Specialization , 1 - 3 Months,FALSE
University of Michigan,Social Work Practice: Advocating Social Justice and Change,4.8,347,Beginner , Course , 1 - 4 Weeks,FALSE
IESE Business School,Accounting: Principles of Financial Accounting,4.8,2.9k,Beginner , Course , 1 - 4 Weeks,FALSE
HubSpot Academy,Sales Training for High Performing Teams,4.7,956,Beginner , Specialization , 1 - 3 Months,FALSE
DeepLearning.AI,Natural Language Processing with Sequence Models,4.5,1.1k,Intermediate , Course , 1 - 4 Weeks,FALSE
Google,Google IT Support (Deutsch),4.7,187,Beginner , Professional Certificate , 3 - 6 Months,FALSE
The State University of New York,Solar Energy Basics,4.8,2.4k,Beginner , Course , 1 - 3 Months,FALSE
École Polytechnique Fédérale de Lausanne,Effective Programming in Scala,4.7,148,Intermediate , Course , 1 - 3 Months,FALSE
Universidad de Palermo,Administración de Empresas,4.8,1.6k,Beginner , Specialization , 3 - 6 Months,FALSE
IBM,Getting Started with AI using IBM Watson,4.5,2.8k,Beginner , Course , 1 - 4 Weeks,FALSE
University of Illinois at Urbana-Champaign,Introduction to Sustainability,4.8,2.5k,Mixed , Course , 1 - 3 Months,FALSE
University of Pennsylvania,"FinTech: Foundations, Payments, and Regulations",4.6,2.3k,Beginner , Course , 1 - 4 Weeks,FALSE
Meta,Desarrollador front-end de Meta,4.5,71,Beginner , Professional Certificate , 3 - 6 Months,FALSE
Johns Hopkins University,Data Visualization & Dashboarding with R,4.8,354,Beginner , Specialization , 3 - 6 Months,FALSE
Rice University,Mindfulness and Well-being,4.8,973,Beginner , Specialization , 3 - 6 Months,FALSE
Aptly,Marketing with TikTok,4.7,91,Beginner , Specialization , 1 - 3 Months,FALSE
HEC Paris,Business Model Innovation,4.8,532,Mixed , Course , 1 - 3 Months,FALSE
Google,Gestion de projet de Google,4.5,21,Beginner , Professional Certificate , 3 - 6 Months,FALSE
IBM,Introduction to Hardware and Operating Systems,4.8,877,Beginner , Course , 1 - 3 Months,FALSE
Yale University,Addiction Treatment: Clinical Skills for Healthcare Providers,4.8,1.7k,Beginner , Course , 1 - 3 Months,FALSE
Autodesk,Autodesk Certified Professional: Revit for Architectural Design Exam Prep,4.7,919,Advanced , Course , 1 - 4 Weeks,FALSE
Duke University,Data Science Math Skills,4.5,11.4k,Beginner , Course , 1 - 3 Months,FALSE
Georgia Institute of Technology,Introduction to Engineering Mechanics,4.8,4.8k,Mixed , Course , 1 - 3 Months,FALSE
University of Geneva,Precision Medicine,4.4,227,Intermediate , Course , 1 - 3 Months,FALSE
Arm,Arm Cortex-M Architecture and Software Development,4.7,86,Intermediate , Specialization , 3 - 6 Months,FALSE
University of California San Diego,Biology Meets Programming: Bioinformatics for Beginners,4.2,1.5k,Beginner , Course , 1 - 4 Weeks,FALSE
University of Toronto,The Arts and Science of Relationships: Understanding Human Needs,4.5,1.6k,Beginner , Course , 1 - 3 Months,FALSE
University of Pennsylvania,Introduction to Operations Management,4.4,2.6k,Beginner , Course , 1 - 4 Weeks,FALSE
IBM,Generative AI: Introduction and Applications,4.6,14,Beginner , Course , 1 - 4 Weeks,FALSE
"Akamai Technologies, Inc.",Akamai Customer Consulting and Support,4.9,27,Beginner , Professional Certificate , 3 - 6 Months,FALSE
"Akamai Technologies, Inc.",Akamai Network Engineering,4.9,27,Beginner , Professional Certificate , 3 - 6 Months,FALSE
Rice University,Introduction to Scripting in Python,4.7,4.2k,Beginner , Specialization , 3 - 6 Months,FALSE
Georgia Institute of Technology,Linear Circuits 1: DC Analysis,4.5,1.4k,Mixed , Course , 1 - 3 Months,FALSE
University of Washington,Computational Neuroscience,4.6,1k,Beginner , Course , 1 - 3 Months,FALSE
UNSW Sydney (The University of New South Wales),Introduction to Systems Engineering,4.7,737,Mixed , Course , 1 - 3 Months,FALSE
"University of California, Davis",Wine Tasting: Sensory Techniques for Wine Analysis,4.7,496,Beginner , Course , 1 - 3 Months,FALSE
Arizona State University,Battery Technologies,4.7,33,Beginner , Specialization , 3 - 6 Months,FALSE
The Pennsylvania State University,"Creativity, Innovation and Transformation",4.5,640,Mixed , Course , 1 - 4 Weeks,FALSE
"Parsons School of Design, The New School",Healthier Materials and Sustainable Building,5,10,Intermediate , Specialization , 1 - 3 Months,FALSE
IBM,Developing AI Applications with Python and Flask,4.4,515,Intermediate , Course , 1 - 4 Weeks,FALSE
University of Michigan,"Python Project: pillow, tesseract, and opencv",4,1.9k,Intermediate , Course , 1 - 4 Weeks,FALSE
Vanderbilt University,Android App Development,4.5,3.6k,Beginner , Specialization , 3 - 6 Months,FALSE
University of Michigan,Inspiring and Motivating Individuals,4.8,5.4k,Beginner , Course , 1 - 4 Weeks,FALSE
Emory University,Weight Management: Beyond Balancing Calories,4.7,1.1k,Beginner , Course , 1 - 3 Months,FALSE
Duke University,"Spark, Hadoop, and Snowflake for Data Engineering",None,None,Advanced , Course , 1 - 4 Weeks,FALSE
Yale University,Everyday Parenting: The ABCs of Child Rearing,4.9,2.8k,Beginner , Course , 1 - 4 Weeks,FALSE
Tecnológico de Monterrey,Diseño Instruccional: Aprendizaje activo y Pedagogía digital,4.7,972,Beginner , Specialization , 3 - 6 Months,FALSE
University of Michigan,Financial Technology (Fintech) Innovations,4.7,2.4k,Beginner , Specialization , 3 - 6 Months,FALSE
PwC,Data-driven Decision Making,4.6,6k,Beginner , Course , 1 - 4 Weeks,FALSE
Michigan State University,Write A Feature Length Screenplay For Film Or Television,4.6,192,Beginner , Course , 3 - 6 Months,FALSE
Arizona State University,Teach English Now! Foundational Principles,4.9,13.9k,Mixed , Course , 1 - 3 Months,FALSE
Meta,Introduction to Back-End Development,4.8,2.6k,Beginner , Course , 1 - 4 Weeks,FALSE
California Institute of the Arts,Visual Elements of User Interface Design,4.7,5.8k,Beginner , Course , 1 - 3 Months,FALSE
MedCerts,Medical Terminology and the Human Body Fundamentals,4.8,32,Beginner , Course , 1 - 4 Weeks,FALSE
DeepLearning.AI,Generative AI for Everyone,None,None,Course,None,None,FALSE
Microsoft,Introduction to Microsoft Azure Cloud Services,4.6,1.8k,Beginner , Course , 1 - 4 Weeks,FALSE
Duke University,Introduction to Logic and Critical Thinking,4.6,3.3k,Beginner , Specialization , 3 - 6 Months,FALSE
The State University of New York,Foundations for Assisting in Home Care,4.8,361,Mixed , Course , 3 - 6 Months,FALSE
Northwestern University,Social Media Marketing,4.6,5.3k,Beginner , Specialization , 3 - 6 Months,FALSE
Autodesk,CAD and Digital Manufacturing,4.7,5k,Intermediate , Specialization , 3 - 6 Months,FALSE
University of Illinois at Urbana-Champaign,"Federal Taxation I: Individuals, Employees, and Sole Proprietors",4.9,599,Intermediate , Course , 1 - 3 Months,FALSE
Yale University,Introduction to Medical Software,4.8,119,Intermediate , Course , 3 - 6 Months,FALSE
University of Colorado Boulder,"Everyday Excel, Part 1",4.7,3.2k,Beginner , Course , 1 - 3 Months,FALSE
University of Minnesota,User Interface Design,4.6,1.7k,Intermediate , Specialization , 3 - 6 Months,FALSE
IESE Business School,Strategy and Sustainability,4.7,471,Beginner , Course , 1 - 3 Months,FALSE
University of Colorado System,C++ Programming for Unreal Game Development,4.5,159,Intermediate , Specialization , 3 - 6 Months,FALSE
University of Michigan,"Sleep: Neurobiology, Medicine, and Society",4.8,714,Beginner , Course , 1 - 3 Months,FALSE
Columbia University,Introduction to Financial Engineering and Risk Management,4.6,158,Intermediate , Course , 1 - 3 Months,FALSE
University of Pittsburgh,Clinical Terminology for International and U.S. Students,4.8,3k,Beginner , Course , 1 - 3 Months,FALSE
University of Illinois at Urbana-Champaign,Financial Planning for Young Adults,4.6,1.3k,Beginner , Course , 1 - 3 Months,FALSE
Pontificia Universidad Católica de Chile,English for Common Interactions in the Workplace: Basic Level,4.7,1.3k,Mixed , Course , 1 - 3 Months,FALSE
Universidad Nacional Autónoma de México,Finanzas corporativas,4.7,2.6k,Intermediate , Specialization , 3 - 6 Months,FALSE
Coursera Project Network,Understanding Basic SQL Syntax,4.7,84,Beginner , Guided Project , Less Than 2 Hours,FALSE
"Nanyang Technological University, Singapore",Introduction to Forensic Science,4.9,2.2k,Mixed , Course , 1 - 3 Months,FALSE
University of Minnesota,Software Development Lifecycle,4.7,9k,Intermediate , Specialization , 3 - 6 Months,FALSE
MathWorks,Image Processing for Engineering and Science,4.8,114,Beginner , Specialization , 1 - 3 Months,FALSE
Starweaver,Relationship Management and Business Development,4.6,20,Intermediate , Course , 1 - 4 Weeks,FALSE
University of Colorado Boulder,Expressway to Data Science: Essential Math,4.5,308,Intermediate , Specialization , 3 - 6 Months,FALSE
Meta,React Basics,4.7,1.4k,Beginner , Course , 1 - 4 Weeks,FALSE
University of Colorado Boulder,Introduction to High-Performance and Parallel Computing,3.2,81,Beginner , Course , 1 - 4 Weeks,FALSE
The Hong Kong University of Science and Technology,FinTech: Finance Industry Transformation and Regulation,4.7,763,Beginner , Specialization , 3 - 6 Months,FALSE
HRCI,Learning and Development,4.7,100,Beginner , Course , 1 - 4 Weeks,FALSE
University of Michigan,Alexander Technique: Balanced Posture for Ease and Comfort,None,None,Beginner , Course , 1 - 3 Months,FALSE
University of Michigan,Introduction to Data Science in Python,4.5,26.8k,Intermediate , Course , 1 - 4 Weeks,FALSE
Advancing Women in Tech,Real-World Cloud Product Management,4.7,65,Beginner , Specialization , 1 - 3 Months,TRUE
JetBrains,Kotlin for Java Developers,4.7,2k,Intermediate , Course , 1 - 3 Months,FALSE
University of Illinois at Urbana-Champaign,Accounting Data Analytics,4.7,517,Intermediate , Specialization , 3 - 6 Months,TRUE
IESE Business School,Claves de la Dirección de Empresas,4.8,3.2k,Beginner , Specialization , 3 - 6 Months,FALSE
Macquarie University,Analysing: Numeric and digital literacies,4.6,1.1k,Beginner , Specialization , 3 - 6 Months,FALSE
"University of California, Irvine",Initiating and Planning Projects,4.7,22.4k,Mixed , Course , 1 - 3 Months,FALSE
Meta,Fundamentals of Social Media Advertising,4.8,2.1k,Beginner , Course , 1 - 3 Months,FALSE
"University of California, Davis",Health Information Literacy for Data Analytics,4.4,201,Intermediate , Specialization , 3 - 6 Months,FALSE
University of Geneva,Water Cooperation and Diplomacy,None,None,Intermediate , Course , 1 - 3 Months,FALSE
University of California San Diego,Big Data,4.5,13.6k,Beginner , Specialization , 3 - 6 Months,FALSE
The University of Notre Dame,Ethical Leadership,4.8,51,Beginner , Specialization , 3 - 6 Months,FALSE
LearnQuest,Mastering Final Cut Pro,4.5,197,Beginner , Course , 1 - 3 Months,FALSE
Emory University,Finance for Non-Financial Managers,4.4,385,Intermediate , Course , 1 - 3 Months,FALSE
University of London,Refugees in the 21st Century,4.8,501,Beginner , Course , 1 - 3 Months,FALSE
University of Pennsylvania,Operations Analytics,4.7,5k,Mixed , Course , 1 - 4 Weeks,FALSE
LearnQuest,Introduction to Scrum Master Training,4.7,1.7k,Beginner , Course , 1 - 3 Months,FALSE
Commonwealth Education Trust,Foundations of Teaching for Learning: Introduction,4.6,744,Mixed , Course , 1 - 4 Weeks,FALSE
University at Buffalo,Improving Leadership & Governance in Nonprofit Organizations,4.4,222,Beginner , Specialization , 3 - 6 Months,FALSE
Universidad de Palermo,Dirección y Gestión de Negocios,4.8,1.6k,Beginner , Specialization , 1 - 3 Months,FALSE
HEC Paris,Investment Management in an Evolving and Volatile World by HEC Paris and AXA Investment Managers,4.6,733,Intermediate , Course , 1 - 4 Weeks,FALSE
IBM,Cybersecurity Compliance Framework & System Administration,4.7,3.1k,Beginner , Course , 1 - 3 Months,FALSE
Johns Hopkins University,Foundations of Global Health,4.7,1.1k,Beginner , Specialization , 3 - 6 Months,FALSE
Google Cloud,Building No-Code Apps with AppSheet,4.7,124,Beginner , Specialization , 3 - 6 Months,FALSE
University of Pennsylvania,A Crash Course in Causality:  Inferring Causal Effects from Observational Data,4.7,518,Intermediate , Course , 1 - 3 Months,FALSE
Microsoft,Data Modeling in Power BI,4.3,90,Beginner , Course , 1 - 4 Weeks,FALSE
Google,The Nuts and Bolts of Machine Learning,4.8,149,Advanced , Course , 1 - 3 Months,FALSE
IBM,Coding for Beginners: An Easy Introduction,2.9,18,Beginner , Guided Project , Less Than 2 Hours,FALSE
University of Geneva,Children's Human Rights - An Interdisciplinary Introduction,4.7,2k,Beginner , Course , 1 - 3 Months,FALSE
Google,Цифровий маркетинг і електронна комерція від Google,4.9,1.2k,Beginner , Professional Certificate , 3 - 6 Months,FALSE
Johns Hopkins University,Data Science: Statistics and Machine Learning,4.4,7.1k,Intermediate , Specialization , 3 - 6 Months,FALSE
University of London,Foundations of Data Science: K-Means Clustering in Python,4.6,619,Beginner , Course , 1 - 3 Months,FALSE
"University of California, Irvine",Conflict Management,4.4,2k,Beginner , Specialization , 3 - 6 Months,FALSE
Sciences Po,Politics and Economics of International Energy,4.7,1.7k,Beginner , Course , 1 - 3 Months,FALSE
IBM,"Penetration Testing, Incident Response and Forensics",4.6,2.2k,Beginner , Course , 1 - 4 Weeks,FALSE
Duke University,English Composition I,4.6,1.1k,Beginner , Course , 1 - 3 Months,FALSE
University of Colorado System,Data Warehousing for Business Intelligence,4.5,3.9k,Advanced , Specialization , 3 - 6 Months,FALSE
University of California San Diego,Algorithmic Toolbox,4.6,12.3k,Intermediate , Course , 1 - 3 Months,FALSE
University of Toronto,Gender Analytics: Gender Equity through Inclusive Design,4.8,478,Beginner , Specialization , 3 - 6 Months,FALSE
Coursera Project Network,ChatGPT for Beginners: Save time with Microsoft Excel,4.6,27,Intermediate , Guided Project , Less Than 2 Hours,FALSE
University of Western Australia,Blood Film Morphology - A Practical Guide,4.8,50,Intermediate , Course , 1 - 3 Months,FALSE
Louisiana State University,Flores Master of Business Administration,None,None,Degree,None,None,FALSE
University of Illinois at Urbana-Champaign,Managerial Economics and Business Analysis,4.8,3.8k,Beginner , Specialization , 3 - 6 Months,TRUE
Infosec,Python for Cybersecurity,4.5,334,Intermediate , Specialization , 3 - 6 Months,FALSE
University of Colorado Boulder,Introduction to Systems Engineering,5,17,Beginner , Specialization , 3 - 6 Months,FALSE
University of Pennsylvania,People Analytics,4.6,5.9k,Mixed , Course , 1 - 4 Weeks,FALSE
University of Virginia,Foundations of Business Strategy,4.8,2.9k,Beginner , Course , 1 - 4 Weeks,FALSE
National Academy of Sports Medicine,Science of Diet and Exercise,4.6,35,Intermediate , Specialization , 1 - 4 Weeks,FALSE
"University of California, Irvine",Learn English: Advanced Grammar and Punctuation,4.8,2.5k,Advanced , Specialization , 3 - 6 Months,FALSE
IBM,"Introduction to Containers w/ Docker, Kubernetes & OpenShift",4.4,630,Intermediate , Course , 1 - 3 Months,FALSE
Imperial College London,Epidemiology for Public Health,4.8,1.1k,Beginner , Specialization , 1 - 3 Months,FALSE
University of London,Machine Learning for All,4.7,3.3k,Beginner , Course , 1 - 4 Weeks,FALSE
University of Colorado Boulder,Probability Theory: Foundation for Data Science,4.4,138,Intermediate , Course , 1 - 3 Months,FALSE
MedCerts,Medical Billing and Coding Essentials,4.8,82,Beginner , Course , 1 - 4 Weeks,FALSE
Stanford University,Evaluations of AI Applications in Healthcare,4.5,174,Beginner , Course , 1 - 3 Months,FALSE
Hebrew University of Jerusalem,Build a Modern Computer from First Principles: Nand to Tetris Part II (project-centered course),4.9,492,Mixed , Course , 1 - 3 Months,FALSE
Duke University,Introduction to Genetics and Evolution,4.8,1.5k,Mixed , Course , 1 - 3 Months,FALSE
University of London,Cyber Security Fundamentals,4.7,117,Beginner , Course , 1 - 4 Weeks,FALSE
Google,Introduction to Git and GitHub,4.8,7k,Beginner , Course , 1 - 4 Weeks,FALSE
"University of California, Irvine",Diversity and Inclusion for HR Professionals,4.7,168,Beginner , Course , 1 - 4 Weeks,FALSE
Arizona State University,AI Foundations: Prompt Engineering with ChatGPT,3.9,8,Beginner , Course , 1 - 3 Months,FALSE
University of London,Global Diplomacy: the United Nations in the World,4.7,1.5k,Beginner , Course , 1 - 3 Months,FALSE
Meta,Advertising with Meta,4.8,2.2k,Beginner , Course , 1 - 3 Months,FALSE
University of Geneva,Rédaction de contrats,4.8,759,Mixed , Course , 1 - 3 Months,FALSE
"University of California, Irvine",Introduction to Cybersecurity & Risk Management,4.7,210,Beginner , Specialization , 1 - 3 Months,FALSE
Copenhagen Business School,Business Models For Sustainability,4.7,23,Beginner , Course , 1 - 3 Months,FALSE
Duke University,FinTech Law and Policy,4.8,813,Beginner , Course , 1 - 3 Months,FALSE
University of California San Diego,Drug Discovery,4.6,3.5k,Beginner , Course , 1 - 3 Months,FALSE
Stanford University,Introduction to Logic,4.4,624,Intermediate , Course , 1 - 3 Months,FALSE
Università Bocconi,Financing and Investing in Infrastructure,4.8,1.9k,Mixed , Course , 1 - 3 Months,FALSE
The University of Edinburgh,EDIVET: Do you have what it takes to be a veterinarian?,4.8,2.3k,Mixed , Course , 1 - 3 Months,FALSE
SAS,SAS Advanced Programmer,4.8,345,Intermediate , Professional Certificate , 3 - 6 Months,TRUE
Wesleyan University,Schizophrenia,4.8,2.1k,Intermediate , Course , 1 - 3 Months,FALSE
University of Pennsylvania,Negotiations,4.5,32,Beginner , Course , 1 - 4 Weeks,FALSE
Google,Google Data Analytics,None,None,,None,None,FALSE
Google,Google Cybersecurity,None,None,,None,None,FALSE
The University of Sydney,"Innovation Through Design: Think, Make, Break, Repeat",4.7,1.8k,Beginner , Course , 1 - 3 Months,FALSE
University of Washington,Introduction to Public Speaking,4.8,2k,Beginner , Course , 1 - 3 Months,FALSE
University of Toronto,The Social Context of Mental Health and Illness,4.7,510,Mixed , Course , 1 - 3 Months,FALSE
INSEAD,Blockchain Revolution in Financial Services,4.7,923,Beginner , Specialization , 3 - 6 Months,FALSE
ESSEC Business School,Diversité et inclusion sur le lieu de travail,4.9,8,Beginner , Course , 1 - 4 Weeks,FALSE
Technical University of Denmark (DTU),Introduction to Industrial Bioprocess Development,4.8,115,Beginner , Course , 1 - 3 Months,FALSE
Wesleyan University,Creative Writing: The Craft of Plot,4.7,4.7k,Mixed , Course , 1 - 4 Weeks,FALSE
University of Leeds,Foundations of Software Testing and Validation,4.7,73,Beginner , Course , 1 - 4 Weeks,FALSE
University of London,Responsive Website Development and Design,4.5,7.5k,Beginner , Specialization , 3 - 6 Months,FALSE
University of Michigan,High Stakes Leadership: Leading in Times of Crisis,4.7,407,Intermediate , Course , 1 - 4 Weeks,FALSE
INSEAD,Web3 and Blockchain in Global Commerce,4.7,46,Beginner , Specialization , 3 - 6 Months,FALSE
Google Cloud,Building Scalable Java Microservices with Spring Boot and Spring Cloud,4.3,1.2k,Intermediate , Course , 1 - 4 Weeks,FALSE
The University of North Carolina at Chapel Hill,Positive Psychology,4.7,5.8k,Mixed , Course , 1 - 3 Months,FALSE
Fractal Analytics,GenAI for Everyone,4.2,88,Beginner , Course , 1 - 4 Weeks,FALSE
Macquarie University,Excel Fundamentals for Data Analysis,4.8,3.5k,Intermediate , Course , 1 - 3 Months,FALSE
University of Illinois at Urbana-Champaign,Formal Financial Accounting,4.8,357,Beginner , Course , 1 - 3 Months,FALSE
University of Virginia,Cost and Economics in Pricing Strategy,4.8,649,Beginner , Course , 1 - 4 Weeks,FALSE
"University of California, Irvine",Essentials of Management and Strategic Planning,4.6,92,Beginner , Course , 1 - 4 Weeks,FALSE
University of Pennsylvania,English for Journalism,4.8,2.7k,Mixed , Course , 1 - 3 Months,FALSE
University System of Georgia,Professional Selling: 3 Steps to High-Performance,4.7,17,Beginner , Specialization , 3 - 6 Months,FALSE
University of London,Global Energy and Climate Policy,4.7,610,Beginner , Course , 1 - 3 Months,FALSE
Universidade de São Paulo,Marketing Digital,4.8,2.1k,Beginner , Course , 1 - 3 Months,FALSE
"University of Maryland, College Park",Fundamentals of Technology Sales,4.6,69,Beginner , Course , 1 - 3 Months,FALSE
University of Toronto,Aboriginal Worldviews and Education,4.7,432,Beginner , Course , 1 - 3 Months,FALSE
HEC Paris,Entrepreneurship Strategy: From Ideation to Exit,4.8,875,Beginner , Course , 1 - 4 Weeks,FALSE
École des Ponts ParisTech,The hidden value – Lean in manufacturing and services,4.8,773,Beginner , Course , 1 - 4 Weeks,FALSE
Coursera Project Network,Spreadsheets for Beginners using Google Sheets,4.7,2.1k,Beginner , Guided Project , Less Than 2 Hours,FALSE
DeepLearning.AI,AI and Climate Change,4.8,46,Beginner , Course , 1 - 4 Weeks,FALSE
Google,Google Project Management:,None,None,,None,None,FALSE
Universidad Nacional Autónoma de México,Finanzas personales,4.8,8.1k,Mixed , Course , 1 - 3 Months,FALSE
Stanford University,Social and Economic Networks:  Models and Analysis,4.8,714,Advanced , Course , 1 - 3 Months,FALSE
University of London,Business and Marketing Strategies,4.4,130,Beginner , Specialization , 3 - 6 Months,FALSE
"University of Maryland, College Park",Interviewing and Resume Writing in English,4.6,710,Intermediate , Specialization , 3 - 6 Months,FALSE
Fundação Instituto de Administração,Strategic Sales Management,4.5,427,Intermediate , Specialization , 3 - 6 Months,FALSE
The University of Melbourne,Essentials of Corporate Finance,4.6,1.8k,Intermediate , Specialization , 3 - 6 Months,FALSE
University of Illinois at Urbana-Champaign,Innovation: From Creativity to Entrepreneurship,4.8,3.2k,Beginner , Specialization , 3 - 6 Months,TRUE
Coursera Project Network,Excel for Beginners: Pivot Tables,4.6,52,Beginner , Guided Project , Less Than 2 Hours,FALSE
University of Massachusetts Global,Bachelor of Arts in Psychology,None,None,None,Degree , 1 - 4 Years,TRUE
Pontificia Universidad Católica de Chile,Magíster en Salud Pública Global,None,None,None,Degree , 24 meses.,TRUE
Universidad de los Andes,Maestría en Inteligencia Artificial,None,None,None,Degree , 24 meses,TRUE
Universidad de los Andes,Maestría en Ingeniería de Software,None,None,None,Degree , 26 meses,TRUE
Illinois Institute of Technology,Master of Information Technology,None,None,None,Degree , 1 - 4 Years,TRUE
